title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	treatment_protocol_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	condition:ch1	stage of menstrual cycle:ch1	tissue:ch1	SRA_Link	SampleID
GSM5591871	Control 1	GSM5591871	Public on Sep 23 2021	Sep 21 2021	Sep 23 2021	SRA	1	Endometrial gland	Homo sapiens	condition: control	tissue: Endometrial gland	stage of menstrual cycle: window of implantation	Endometrial gland isolation was performed by enzyme digestion within 1 h of tissue collection. Endometrial tissue pieces were digested with 0.7 mg/ml type 1A collagenase in 50:50 DMEM/ Ham’s F12 nutrient mixture, containing 5% streptomycin at 37°C for 2 x 15 min intervals with gentle agitation. The endometrial gland fraction was purified and passed through a 50 µm sieve to remove other endometrial cell types. Endometrial glands were then stored in QIAol lysis reagent at -80°C until RNA extraction	total RNA	Qiagen miRNeasy extraction kit protocol	Library preparation was performed using the TruSeq® Stranded mRNA Library Prep kit (Illumina). The final library was quantified by a Roche KAPA library quantification kit (Illumina) and by the Agilent 2100 Bioanalyser.	9606	C1	Gene expression analysis: Raw FASTQ reads were aligned to the human genome via STAR 2.7.3a alignment using human genome 38 and trimmed with trimmomatic. QC was assessed by FastQC (version 0.11.3). Gene count data were normalised, and differential gene expression analysis was carried out in RStudio R-4.0.3 package DESeq2 (version 1.30.1).	Splicing and gene transcript expression analysis: Raw FASTQ reads were trimmed for the adapter sequence and quality filtering (reads containing N > 10%, reads where >50% of read has Qscore<= 5). Paired FASTQ files were aligned to GRCh38 human genome reference using GENCODE v29 gene annotations and  STAR v2.6.0a splice aware aligner, using ENCODE recommend options. The two-pass alignment method was used, with soft clipping activated. BAM files sorted by chromosomal coordinates were assessed for saturation of known splice junctions were calculated using RSeqQC v3.0.1. Salmon tool was used to perform transcript abundance estimates from raw FASTQ files using selective alignment with a decoy-aware transcriptome built from GRCh38. rMATs v4.0.2 (rMATS turbo ) was used to statistically measure differences in splicing between replicates of wild-type and mutant sequence. BAM files aligned with STAR v2.6.0a two-pass method with soft clipping suppressed were used as input.	Genome_build: GRCh38	Supplementary_files_format_and_content: Data table with raw gene counts for every gene and every sample	Supplementary_files_format_and_content: Data table with transcripts per million for every gene transcript and every sample	GPL21697	Jennifer,Elizabeth,Pearson-Farr	jepf1g12@soton.ac.uk	Human Development and Health	University of Southampton	MP887, Southampton General Hospital	Southampton	SO16 6YD	United Kingdom	0	NextSeq 550	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536544	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281026	NONE	control	window of implantation	Endometrial gland	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536544 SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281026	GSM5591871
GSM5591872	Control 2	GSM5591872	Public on Sep 23 2021	Sep 21 2021	Sep 23 2021	SRA	1	Endometrial gland	Homo sapiens	condition: control	tissue: Endometrial gland	stage of menstrual cycle: window of implantation	Endometrial gland isolation was performed by enzyme digestion within 1 h of tissue collection. Endometrial tissue pieces were digested with 0.7 mg/ml type 1A collagenase in 50:50 DMEM/ Ham’s F12 nutrient mixture, containing 5% streptomycin at 37°C for 2 x 15 min intervals with gentle agitation. The endometrial gland fraction was purified and passed through a 50 µm sieve to remove other endometrial cell types. Endometrial glands were then stored in QIAol lysis reagent at -80°C until RNA extraction	total RNA	Qiagen miRNeasy extraction kit protocol	Library preparation was performed using the TruSeq® Stranded mRNA Library Prep kit (Illumina). The final library was quantified by a Roche KAPA library quantification kit (Illumina) and by the Agilent 2100 Bioanalyser.	9606	C2	Gene expression analysis: Raw FASTQ reads were aligned to the human genome via STAR 2.7.3a alignment using human genome 38 and trimmed with trimmomatic. QC was assessed by FastQC (version 0.11.3). Gene count data were normalised, and differential gene expression analysis was carried out in RStudio R-4.0.3 package DESeq2 (version 1.30.1).	Splicing and gene transcript expression analysis: Raw FASTQ reads were trimmed for the adapter sequence and quality filtering (reads containing N > 10%, reads where >50% of read has Qscore<= 5). Paired FASTQ files were aligned to GRCh38 human genome reference using GENCODE v29 gene annotations and  STAR v2.6.0a splice aware aligner, using ENCODE recommend options. The two-pass alignment method was used, with soft clipping activated. BAM files sorted by chromosomal coordinates were assessed for saturation of known splice junctions were calculated using RSeqQC v3.0.1. Salmon tool was used to perform transcript abundance estimates from raw FASTQ files using selective alignment with a decoy-aware transcriptome built from GRCh38. rMATs v4.0.2 (rMATS turbo ) was used to statistically measure differences in splicing between replicates of wild-type and mutant sequence. BAM files aligned with STAR v2.6.0a two-pass method with soft clipping suppressed were used as input.	Genome_build: GRCh38	Supplementary_files_format_and_content: Data table with raw gene counts for every gene and every sample	Supplementary_files_format_and_content: Data table with transcripts per million for every gene transcript and every sample	GPL21697	Jennifer,Elizabeth,Pearson-Farr	jepf1g12@soton.ac.uk	Human Development and Health	University of Southampton	MP887, Southampton General Hospital	Southampton	SO16 6YD	United Kingdom	0	NextSeq 550	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536545	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281027	NONE	control	window of implantation	Endometrial gland	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536545 SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281027	GSM5591872
GSM5591873	Control 3	GSM5591873	Public on Sep 23 2021	Sep 21 2021	Sep 23 2021	SRA	1	Endometrial gland	Homo sapiens	condition: control	tissue: Endometrial gland	stage of menstrual cycle: window of implantation	Endometrial gland isolation was performed by enzyme digestion within 1 h of tissue collection. Endometrial tissue pieces were digested with 0.7 mg/ml type 1A collagenase in 50:50 DMEM/ Ham’s F12 nutrient mixture, containing 5% streptomycin at 37°C for 2 x 15 min intervals with gentle agitation. The endometrial gland fraction was purified and passed through a 50 µm sieve to remove other endometrial cell types. Endometrial glands were then stored in QIAol lysis reagent at -80°C until RNA extraction	total RNA	Qiagen miRNeasy extraction kit protocol	Library preparation was performed using the TruSeq® Stranded mRNA Library Prep kit (Illumina). The final library was quantified by a Roche KAPA library quantification kit (Illumina) and by the Agilent 2100 Bioanalyser.	9606	C3	Gene expression analysis: Raw FASTQ reads were aligned to the human genome via STAR 2.7.3a alignment using human genome 38 and trimmed with trimmomatic. QC was assessed by FastQC (version 0.11.3). Gene count data were normalised, and differential gene expression analysis was carried out in RStudio R-4.0.3 package DESeq2 (version 1.30.1).	Splicing and gene transcript expression analysis: Raw FASTQ reads were trimmed for the adapter sequence and quality filtering (reads containing N > 10%, reads where >50% of read has Qscore<= 5). Paired FASTQ files were aligned to GRCh38 human genome reference using GENCODE v29 gene annotations and  STAR v2.6.0a splice aware aligner, using ENCODE recommend options. The two-pass alignment method was used, with soft clipping activated. BAM files sorted by chromosomal coordinates were assessed for saturation of known splice junctions were calculated using RSeqQC v3.0.1. Salmon tool was used to perform transcript abundance estimates from raw FASTQ files using selective alignment with a decoy-aware transcriptome built from GRCh38. rMATs v4.0.2 (rMATS turbo ) was used to statistically measure differences in splicing between replicates of wild-type and mutant sequence. BAM files aligned with STAR v2.6.0a two-pass method with soft clipping suppressed were used as input.	Genome_build: GRCh38	Supplementary_files_format_and_content: Data table with raw gene counts for every gene and every sample	Supplementary_files_format_and_content: Data table with transcripts per million for every gene transcript and every sample	GPL21697	Jennifer,Elizabeth,Pearson-Farr	jepf1g12@soton.ac.uk	Human Development and Health	University of Southampton	MP887, Southampton General Hospital	Southampton	SO16 6YD	United Kingdom	0	NextSeq 550	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536546	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281028	NONE	control	window of implantation	Endometrial gland	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536546 SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281028	GSM5591873
GSM5591874	Control 4	GSM5591874	Public on Sep 23 2021	Sep 21 2021	Sep 23 2021	SRA	1	Endometrial gland	Homo sapiens	condition: control	tissue: Endometrial gland	stage of menstrual cycle: window of implantation	Endometrial gland isolation was performed by enzyme digestion within 1 h of tissue collection. Endometrial tissue pieces were digested with 0.7 mg/ml type 1A collagenase in 50:50 DMEM/ Ham’s F12 nutrient mixture, containing 5% streptomycin at 37°C for 2 x 15 min intervals with gentle agitation. The endometrial gland fraction was purified and passed through a 50 µm sieve to remove other endometrial cell types. Endometrial glands were then stored in QIAol lysis reagent at -80°C until RNA extraction	total RNA	Qiagen miRNeasy extraction kit protocol	Library preparation was performed using the TruSeq® Stranded mRNA Library Prep kit (Illumina). The final library was quantified by a Roche KAPA library quantification kit (Illumina) and by the Agilent 2100 Bioanalyser.	9606	C4	Gene expression analysis: Raw FASTQ reads were aligned to the human genome via STAR 2.7.3a alignment using human genome 38 and trimmed with trimmomatic. QC was assessed by FastQC (version 0.11.3). Gene count data were normalised, and differential gene expression analysis was carried out in RStudio R-4.0.3 package DESeq2 (version 1.30.1).	Splicing and gene transcript expression analysis: Raw FASTQ reads were trimmed for the adapter sequence and quality filtering (reads containing N > 10%, reads where >50% of read has Qscore<= 5). Paired FASTQ files were aligned to GRCh38 human genome reference using GENCODE v29 gene annotations and  STAR v2.6.0a splice aware aligner, using ENCODE recommend options. The two-pass alignment method was used, with soft clipping activated. BAM files sorted by chromosomal coordinates were assessed for saturation of known splice junctions were calculated using RSeqQC v3.0.1. Salmon tool was used to perform transcript abundance estimates from raw FASTQ files using selective alignment with a decoy-aware transcriptome built from GRCh38. rMATs v4.0.2 (rMATS turbo ) was used to statistically measure differences in splicing between replicates of wild-type and mutant sequence. BAM files aligned with STAR v2.6.0a two-pass method with soft clipping suppressed were used as input.	Genome_build: GRCh38	Supplementary_files_format_and_content: Data table with raw gene counts for every gene and every sample	Supplementary_files_format_and_content: Data table with transcripts per million for every gene transcript and every sample	GPL21697	Jennifer,Elizabeth,Pearson-Farr	jepf1g12@soton.ac.uk	Human Development and Health	University of Southampton	MP887, Southampton General Hospital	Southampton	SO16 6YD	United Kingdom	0	NextSeq 550	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536547	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281029	NONE	control	window of implantation	Endometrial gland	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536547 SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281029	GSM5591874
GSM5591875	Control 5	GSM5591875	Public on Sep 23 2021	Sep 21 2021	Sep 23 2021	SRA	1	Endometrial gland	Homo sapiens	condition: control	tissue: Endometrial gland	stage of menstrual cycle: window of implantation	Endometrial gland isolation was performed by enzyme digestion within 1 h of tissue collection. Endometrial tissue pieces were digested with 0.7 mg/ml type 1A collagenase in 50:50 DMEM/ Ham’s F12 nutrient mixture, containing 5% streptomycin at 37°C for 2 x 15 min intervals with gentle agitation. The endometrial gland fraction was purified and passed through a 50 µm sieve to remove other endometrial cell types. Endometrial glands were then stored in QIAol lysis reagent at -80°C until RNA extraction	total RNA	Qiagen miRNeasy extraction kit protocol	Library preparation was performed using the TruSeq® Stranded mRNA Library Prep kit (Illumina). The final library was quantified by a Roche KAPA library quantification kit (Illumina) and by the Agilent 2100 Bioanalyser.	9606	C5	Gene expression analysis: Raw FASTQ reads were aligned to the human genome via STAR 2.7.3a alignment using human genome 38 and trimmed with trimmomatic. QC was assessed by FastQC (version 0.11.3). Gene count data were normalised, and differential gene expression analysis was carried out in RStudio R-4.0.3 package DESeq2 (version 1.30.1).	Splicing and gene transcript expression analysis: Raw FASTQ reads were trimmed for the adapter sequence and quality filtering (reads containing N > 10%, reads where >50% of read has Qscore<= 5). Paired FASTQ files were aligned to GRCh38 human genome reference using GENCODE v29 gene annotations and  STAR v2.6.0a splice aware aligner, using ENCODE recommend options. The two-pass alignment method was used, with soft clipping activated. BAM files sorted by chromosomal coordinates were assessed for saturation of known splice junctions were calculated using RSeqQC v3.0.1. Salmon tool was used to perform transcript abundance estimates from raw FASTQ files using selective alignment with a decoy-aware transcriptome built from GRCh38. rMATs v4.0.2 (rMATS turbo ) was used to statistically measure differences in splicing between replicates of wild-type and mutant sequence. BAM files aligned with STAR v2.6.0a two-pass method with soft clipping suppressed were used as input.	Genome_build: GRCh38	Supplementary_files_format_and_content: Data table with raw gene counts for every gene and every sample	Supplementary_files_format_and_content: Data table with transcripts per million for every gene transcript and every sample	GPL21697	Jennifer,Elizabeth,Pearson-Farr	jepf1g12@soton.ac.uk	Human Development and Health	University of Southampton	MP887, Southampton General Hospital	Southampton	SO16 6YD	United Kingdom	0	NextSeq 550	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536548	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281030	NONE	control	window of implantation	Endometrial gland	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536548 SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281030	GSM5591875
GSM5591876	Recurrent pregnancy loss 1	GSM5591876	Public on Sep 23 2021	Sep 21 2021	Sep 23 2021	SRA	1	Endometrial gland	Homo sapiens	condition: Recurrent pregnancy loss	tissue: Endometrial gland	stage of menstrual cycle: window of implantation	Endometrial gland isolation was performed by enzyme digestion within 1 h of tissue collection. Endometrial tissue pieces were digested with 0.7 mg/ml type 1A collagenase in 50:50 DMEM/ Ham’s F12 nutrient mixture, containing 5% streptomycin at 37°C for 2 x 15 min intervals with gentle agitation. The endometrial gland fraction was purified and passed through a 50 µm sieve to remove other endometrial cell types. Endometrial glands were then stored in QIAol lysis reagent at -80°C until RNA extraction	total RNA	Qiagen miRNeasy extraction kit protocol	Library preparation was performed using the TruSeq® Stranded mRNA Library Prep kit (Illumina). The final library was quantified by a Roche KAPA library quantification kit (Illumina) and by the Agilent 2100 Bioanalyser.	9606	RPL1	Gene expression analysis: Raw FASTQ reads were aligned to the human genome via STAR 2.7.3a alignment using human genome 38 and trimmed with trimmomatic. QC was assessed by FastQC (version 0.11.3). Gene count data were normalised, and differential gene expression analysis was carried out in RStudio R-4.0.3 package DESeq2 (version 1.30.1).	Splicing and gene transcript expression analysis: Raw FASTQ reads were trimmed for the adapter sequence and quality filtering (reads containing N > 10%, reads where >50% of read has Qscore<= 5). Paired FASTQ files were aligned to GRCh38 human genome reference using GENCODE v29 gene annotations and  STAR v2.6.0a splice aware aligner, using ENCODE recommend options. The two-pass alignment method was used, with soft clipping activated. BAM files sorted by chromosomal coordinates were assessed for saturation of known splice junctions were calculated using RSeqQC v3.0.1. Salmon tool was used to perform transcript abundance estimates from raw FASTQ files using selective alignment with a decoy-aware transcriptome built from GRCh38. rMATs v4.0.2 (rMATS turbo ) was used to statistically measure differences in splicing between replicates of wild-type and mutant sequence. BAM files aligned with STAR v2.6.0a two-pass method with soft clipping suppressed were used as input.	Genome_build: GRCh38	Supplementary_files_format_and_content: Data table with raw gene counts for every gene and every sample	Supplementary_files_format_and_content: Data table with transcripts per million for every gene transcript and every sample	GPL21697	Jennifer,Elizabeth,Pearson-Farr	jepf1g12@soton.ac.uk	Human Development and Health	University of Southampton	MP887, Southampton General Hospital	Southampton	SO16 6YD	United Kingdom	0	NextSeq 550	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536549	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281031	NONE	Recurrent pregnancy loss	window of implantation	Endometrial gland	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536549 SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281031	GSM5591876
GSM5591877	Recurrent pregnancy loss 2	GSM5591877	Public on Sep 23 2021	Sep 21 2021	Sep 23 2021	SRA	1	Endometrial gland	Homo sapiens	condition: Recurrent pregnancy loss	tissue: Endometrial gland	stage of menstrual cycle: window of implantation	Endometrial gland isolation was performed by enzyme digestion within 1 h of tissue collection. Endometrial tissue pieces were digested with 0.7 mg/ml type 1A collagenase in 50:50 DMEM/ Ham’s F12 nutrient mixture, containing 5% streptomycin at 37°C for 2 x 15 min intervals with gentle agitation. The endometrial gland fraction was purified and passed through a 50 µm sieve to remove other endometrial cell types. Endometrial glands were then stored in QIAol lysis reagent at -80°C until RNA extraction	total RNA	Qiagen miRNeasy extraction kit protocol	Library preparation was performed using the TruSeq® Stranded mRNA Library Prep kit (Illumina). The final library was quantified by a Roche KAPA library quantification kit (Illumina) and by the Agilent 2100 Bioanalyser.	9606	RPL2	Gene expression analysis: Raw FASTQ reads were aligned to the human genome via STAR 2.7.3a alignment using human genome 38 and trimmed with trimmomatic. QC was assessed by FastQC (version 0.11.3). Gene count data were normalised, and differential gene expression analysis was carried out in RStudio R-4.0.3 package DESeq2 (version 1.30.1).	Splicing and gene transcript expression analysis: Raw FASTQ reads were trimmed for the adapter sequence and quality filtering (reads containing N > 10%, reads where >50% of read has Qscore<= 5). Paired FASTQ files were aligned to GRCh38 human genome reference using GENCODE v29 gene annotations and  STAR v2.6.0a splice aware aligner, using ENCODE recommend options. The two-pass alignment method was used, with soft clipping activated. BAM files sorted by chromosomal coordinates were assessed for saturation of known splice junctions were calculated using RSeqQC v3.0.1. Salmon tool was used to perform transcript abundance estimates from raw FASTQ files using selective alignment with a decoy-aware transcriptome built from GRCh38. rMATs v4.0.2 (rMATS turbo ) was used to statistically measure differences in splicing between replicates of wild-type and mutant sequence. BAM files aligned with STAR v2.6.0a two-pass method with soft clipping suppressed were used as input.	Genome_build: GRCh38	Supplementary_files_format_and_content: Data table with raw gene counts for every gene and every sample	Supplementary_files_format_and_content: Data table with transcripts per million for every gene transcript and every sample	GPL21697	Jennifer,Elizabeth,Pearson-Farr	jepf1g12@soton.ac.uk	Human Development and Health	University of Southampton	MP887, Southampton General Hospital	Southampton	SO16 6YD	United Kingdom	0	NextSeq 550	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536550	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281032	NONE	Recurrent pregnancy loss	window of implantation	Endometrial gland	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536550 SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281032	GSM5591877
GSM5591878	Recurrent pregnancy loss 3	GSM5591878	Public on Sep 23 2021	Sep 21 2021	Sep 23 2021	SRA	1	Endometrial gland	Homo sapiens	condition: Recurrent pregnancy loss	tissue: Endometrial gland	stage of menstrual cycle: window of implantation	Endometrial gland isolation was performed by enzyme digestion within 1 h of tissue collection. Endometrial tissue pieces were digested with 0.7 mg/ml type 1A collagenase in 50:50 DMEM/ Ham’s F12 nutrient mixture, containing 5% streptomycin at 37°C for 2 x 15 min intervals with gentle agitation. The endometrial gland fraction was purified and passed through a 50 µm sieve to remove other endometrial cell types. Endometrial glands were then stored in QIAol lysis reagent at -80°C until RNA extraction	total RNA	Qiagen miRNeasy extraction kit protocol	Library preparation was performed using the TruSeq® Stranded mRNA Library Prep kit (Illumina). The final library was quantified by a Roche KAPA library quantification kit (Illumina) and by the Agilent 2100 Bioanalyser.	9606	RPL3	Gene expression analysis: Raw FASTQ reads were aligned to the human genome via STAR 2.7.3a alignment using human genome 38 and trimmed with trimmomatic. QC was assessed by FastQC (version 0.11.3). Gene count data were normalised, and differential gene expression analysis was carried out in RStudio R-4.0.3 package DESeq2 (version 1.30.1).	Splicing and gene transcript expression analysis: Raw FASTQ reads were trimmed for the adapter sequence and quality filtering (reads containing N > 10%, reads where >50% of read has Qscore<= 5). Paired FASTQ files were aligned to GRCh38 human genome reference using GENCODE v29 gene annotations and  STAR v2.6.0a splice aware aligner, using ENCODE recommend options. The two-pass alignment method was used, with soft clipping activated. BAM files sorted by chromosomal coordinates were assessed for saturation of known splice junctions were calculated using RSeqQC v3.0.1. Salmon tool was used to perform transcript abundance estimates from raw FASTQ files using selective alignment with a decoy-aware transcriptome built from GRCh38. rMATs v4.0.2 (rMATS turbo ) was used to statistically measure differences in splicing between replicates of wild-type and mutant sequence. BAM files aligned with STAR v2.6.0a two-pass method with soft clipping suppressed were used as input.	Genome_build: GRCh38	Supplementary_files_format_and_content: Data table with raw gene counts for every gene and every sample	Supplementary_files_format_and_content: Data table with transcripts per million for every gene transcript and every sample	GPL21697	Jennifer,Elizabeth,Pearson-Farr	jepf1g12@soton.ac.uk	Human Development and Health	University of Southampton	MP887, Southampton General Hospital	Southampton	SO16 6YD	United Kingdom	0	NextSeq 550	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536551	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281033	NONE	Recurrent pregnancy loss	window of implantation	Endometrial gland	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536551 SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281033	GSM5591878
GSM5591879	Recurrent pregnancy loss 4	GSM5591879	Public on Sep 23 2021	Sep 21 2021	Sep 23 2021	SRA	1	Endometrial gland	Homo sapiens	condition: Recurrent pregnancy loss	tissue: Endometrial gland	stage of menstrual cycle: window of implantation	Endometrial gland isolation was performed by enzyme digestion within 1 h of tissue collection. Endometrial tissue pieces were digested with 0.7 mg/ml type 1A collagenase in 50:50 DMEM/ Ham’s F12 nutrient mixture, containing 5% streptomycin at 37°C for 2 x 15 min intervals with gentle agitation. The endometrial gland fraction was purified and passed through a 50 µm sieve to remove other endometrial cell types. Endometrial glands were then stored in QIAol lysis reagent at -80°C until RNA extraction	total RNA	Qiagen miRNeasy extraction kit protocol	Library preparation was performed using the TruSeq® Stranded mRNA Library Prep kit (Illumina). The final library was quantified by a Roche KAPA library quantification kit (Illumina) and by the Agilent 2100 Bioanalyser.	9606	RPL4	Gene expression analysis: Raw FASTQ reads were aligned to the human genome via STAR 2.7.3a alignment using human genome 38 and trimmed with trimmomatic. QC was assessed by FastQC (version 0.11.3). Gene count data were normalised, and differential gene expression analysis was carried out in RStudio R-4.0.3 package DESeq2 (version 1.30.1).	Splicing and gene transcript expression analysis: Raw FASTQ reads were trimmed for the adapter sequence and quality filtering (reads containing N > 10%, reads where >50% of read has Qscore<= 5). Paired FASTQ files were aligned to GRCh38 human genome reference using GENCODE v29 gene annotations and  STAR v2.6.0a splice aware aligner, using ENCODE recommend options. The two-pass alignment method was used, with soft clipping activated. BAM files sorted by chromosomal coordinates were assessed for saturation of known splice junctions were calculated using RSeqQC v3.0.1. Salmon tool was used to perform transcript abundance estimates from raw FASTQ files using selective alignment with a decoy-aware transcriptome built from GRCh38. rMATs v4.0.2 (rMATS turbo ) was used to statistically measure differences in splicing between replicates of wild-type and mutant sequence. BAM files aligned with STAR v2.6.0a two-pass method with soft clipping suppressed were used as input.	Genome_build: GRCh38	Supplementary_files_format_and_content: Data table with raw gene counts for every gene and every sample	Supplementary_files_format_and_content: Data table with transcripts per million for every gene transcript and every sample	GPL21697	Jennifer,Elizabeth,Pearson-Farr	jepf1g12@soton.ac.uk	Human Development and Health	University of Southampton	MP887, Southampton General Hospital	Southampton	SO16 6YD	United Kingdom	0	NextSeq 550	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536552	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281034	NONE	Recurrent pregnancy loss	window of implantation	Endometrial gland	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536552 SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281034	GSM5591879
GSM5591880	Recurrent pregnancy loss 5	GSM5591880	Public on Sep 23 2021	Sep 21 2021	Sep 23 2021	SRA	1	Endometrial gland	Homo sapiens	condition: Recurrent pregnancy loss	tissue: Endometrial gland	stage of menstrual cycle: window of implantation	Endometrial gland isolation was performed by enzyme digestion within 1 h of tissue collection. Endometrial tissue pieces were digested with 0.7 mg/ml type 1A collagenase in 50:50 DMEM/ Ham’s F12 nutrient mixture, containing 5% streptomycin at 37°C for 2 x 15 min intervals with gentle agitation. The endometrial gland fraction was purified and passed through a 50 µm sieve to remove other endometrial cell types. Endometrial glands were then stored in QIAol lysis reagent at -80°C until RNA extraction	total RNA	Qiagen miRNeasy extraction kit protocol	Library preparation was performed using the TruSeq® Stranded mRNA Library Prep kit (Illumina). The final library was quantified by a Roche KAPA library quantification kit (Illumina) and by the Agilent 2100 Bioanalyser.	9606	RPL5	Gene expression analysis: Raw FASTQ reads were aligned to the human genome via STAR 2.7.3a alignment using human genome 38 and trimmed with trimmomatic. QC was assessed by FastQC (version 0.11.3). Gene count data were normalised, and differential gene expression analysis was carried out in RStudio R-4.0.3 package DESeq2 (version 1.30.1).	Splicing and gene transcript expression analysis: Raw FASTQ reads were trimmed for the adapter sequence and quality filtering (reads containing N > 10%, reads where >50% of read has Qscore<= 5). Paired FASTQ files were aligned to GRCh38 human genome reference using GENCODE v29 gene annotations and  STAR v2.6.0a splice aware aligner, using ENCODE recommend options. The two-pass alignment method was used, with soft clipping activated. BAM files sorted by chromosomal coordinates were assessed for saturation of known splice junctions were calculated using RSeqQC v3.0.1. Salmon tool was used to perform transcript abundance estimates from raw FASTQ files using selective alignment with a decoy-aware transcriptome built from GRCh38. rMATs v4.0.2 (rMATS turbo ) was used to statistically measure differences in splicing between replicates of wild-type and mutant sequence. BAM files aligned with STAR v2.6.0a two-pass method with soft clipping suppressed were used as input.	Genome_build: GRCh38	Supplementary_files_format_and_content: Data table with raw gene counts for every gene and every sample	Supplementary_files_format_and_content: Data table with transcripts per million for every gene transcript and every sample	GPL21697	Jennifer,Elizabeth,Pearson-Farr	jepf1g12@soton.ac.uk	Human Development and Health	University of Southampton	MP887, Southampton General Hospital	Southampton	SO16 6YD	United Kingdom	0	NextSeq 550	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536553	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281035	NONE	Recurrent pregnancy loss	window of implantation	Endometrial gland	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN21536553 SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX12281035	GSM5591880
